Fly_Drone1,,,,,,,,,,,,,,,
Time      ,.C.CM_Position.X,.C.CM_Position.Y,.C.CM_Position.Z,.R1.CM_Position.X,.R1.CM_Position.Y,.R1.CM_Position.Z,.R2.CM_Position.X,.R2.CM_Position.Y,.R2.CM_Position.Z,.R3.CM_Position.X,.R3.CM_Position.Y,.R3.CM_Position.Z,.R4.CM_Position.X,.R4.CM_Position.Y,.R4.CM_Position.Z
4.850000e+000,3.438016e+002,-6.882926e+001,5.367602e+002,2.516140e+002,-9.996462e+000,6.038956e+002,4.535547e+002,-1.025092e+001,6.086189e+002,2.514439e+002,1.797828e+002,6.134508e+002,4.545458e+002,1.801424e+002,6.181627e+002
4.900000e+000,3.573518e+002,-6.922868e+001,5.361510e+002,2.649368e+002,-1.075108e+001,6.034108e+002,4.668575e+002,-1.108568e+001,6.089219e+002,2.647659e+002,1.789514e+002,6.143862e+002,4.678479e+002,1.792306e+002,6.198951e+002
4.950000e+000,3.704476e+002,-6.933919e+001,5.360836e+002,2.778985e+002,-1.073681e+001,6.031563e+002,4.798051e+002,-1.109931e+001,6.091596e+002,2.777270e+002,1.789656e+002,6.141316e+002,4.807950e+002,1.792168e+002,6.201354e+002
5.000000e+000,3.830436e+002,-6.917890e+001,5.365083e+002,2.904590e+002,-1.004805e+001,6.031387e+002,4.923606e+002,-1.037909e+001,6.093114e+002,2.902874e+002,1.797230e+002,6.128554e+002,4.933504e+002,1.800056e+002,6.190255e+002
5.050000e+000,3.950953e+002,-6.879751e+001,5.373047e+002,3.025744e+002,-8.861864e+000,6.033343e+002,5.044810e+002,-9.115297e+000,6.093431e+002,3.024030e+002,1.810086e+002,6.108630e+002,5.054709e+002,1.813688e+002,6.168612e+002
5.100000e+000,4.065587e+002,-6.826795e+001,5.383127e+002,3.141963e+002,-7.399598e+000,6.037045e+002,5.161170e+002,-7.555706e+000,6.092236e+002,3.140254e+002,1.825586e+002,6.085363e+002,5.171074e+002,1.830160e+002,6.140333e+002
5.150000e+000,4.173910e+002,-6.767403e+001,5.393691e+002,3.252732e+002,-5.885072e+000,6.042093e+002,5.272140e+002,-5.952771e+000,6.089390e+002,3.251032e+002,1.841235e+002,6.062614e+002,5.282051e+002,1.846689e+002,6.109554e+002
5.200000e+000,4.275512e+002,-6.709644e+001,5.403392e+002,3.357510e+002,-4.506518e+000,6.048144e+002,5.377136e+002,-4.515488e+000,6.084987e+002,3.355822e+002,1.855126e+002,6.043580e+002,5.387056e+002,1.861162e+002,6.079926e+002
5.250000e+000,4.370008e+002,-6.659872e+001,5.411359e+002,3.455743e+002,-3.389243e+000,6.054898e+002,5.475557e+002,-3.376837e+000,6.079314e+002,3.454068e+002,1.866145e+002,6.030257e+002,5.485488e+002,1.872388e+002,6.054039e+002
5.300000e+000,4.457050e+002,-6.621613e+001,5.417254e+002,3.546881e+002,-2.584116e+000,6.062065e+002,5.566814e+002,-2.583080e+000,6.072773e+002,3.545221e+002,1.873958e+002,6.023206e+002,5.576756e+002,1.880081e+002,6.033155e+002
5.350000e+000,4.536337e+002,-6.595245e+001,5.421189e+002,3.630399e+002,-2.073625e+000,6.069329e+002,5.650357e+002,-2.105007e+000,6.065807e+002,3.628755e+002,1.878863e+002,6.021687e+002,5.660310e+002,1.884656e+002,6.017297e+002
5.400000e+000,4.607630e+002,-6.578734e+001,5.423574e+002,3.705819e+002,-1.793274e+000,6.076347e+002,5.725704e+002,-1.865599e+000,6.058861e+002,3.704190e+002,1.881545e+002,6.024092e+002,5.735668e+002,1.886924e+002,6.005642e+002
5.450000e+000,4.670765e+002,-6.569051e+001,5.424916e+002,3.772739e+002,-1.662535e+000,6.082774e+002,5.792472e+002,-1.775131e+000,6.052358e+002,3.771126e+002,1.882798e+002,6.028559e+002,5.802444e+002,1.887771e+002,5.997099e+002
5.500000e+000,4.725670e+002,-6.563613e+001,5.425625e+002,3.830864e+002,-1.617069e+000,6.088285e+002,5.850397e+002,-1.764028e+000,6.046689e+002,3.829263e+002,1.883238e+002,6.033571e+002,5.860377e+002,1.887865e+002,5.990865e+002
5.550000e+000,4.772377e+002,-6.561291e+001,5.425860e+002,3.880030e+002,-1.633318e+000,6.092598e+002,5.899362e+002,-1.805377e+000,6.042189e+002,3.878439e+002,1.883091e+002,6.038398e+002,5.909348e+002,1.887465e+002,5.986830e+002
5.600000e+000,4.811035e+002,-6.562888e+001,5.425471e+002,3.920238e+002,-1.738334e+000,6.095488e+002,5.939412e+002,-1.922267e+000,6.039118e+002,3.918654e+002,1.882096e+002,6.043264e+002,5.949402e+002,1.886352e+002,5.985707e+002
5.650000e+000,4.841927e+002,-6.570986e+001,5.424048e+002,3.951672e+002,-2.001482e+000,6.096794e+002,5.970767e+002,-2.178985e+000,6.037643e+002,3.950091e+002,1.879586e+002,6.049197e+002,5.980758e+002,1.883909e+002,5.988858e+002
5.700000e+000,4.865472e+002,-6.589095e+001,5.421056e+002,3.974721e+002,-2.509795e+000,6.096418e+002,5.993831e+002,-2.658703e+000,6.037818e+002,3.973139e+002,1.874703e+002,6.057615e+002,6.003823e+002,1.879317e+002,5.997858e+002
5.750000e+000,4.882239e+002,-6.620215e+001,5.416025e+002,3.989986e+002,-3.333493e+000,6.094317e+002,6.009205e+002,-3.433045e+000,6.039572e+002,3.988400e+002,1.866703e+002,6.069739e+002,6.019194e+002,1.871820e+002,6.013906e+002
5.800000e+000,4.892950e+002,-6.665304e+001,5.408754e+002,3.998289e+002,-4.491394e+000,6.090504e+002,6.017685e+002,-4.530583e+000,6.042710e+002,3.996695e+002,1.855278e+002,6.086009e+002,6.027670e+002,1.861010e+002,6.037231e+002
5.850000e+000,4.898484e+002,-6.722236e+001,5.399478e+002,4.000663e+002,-5.926485e+000,6.085072e+002,6.020265e+002,-5.911871e+000,6.046944e+002,3.999058e+002,1.840820e+002,6.105663e+002,6.030243e+002,1.847102e+002,6.066687e+002
5.900000e+000,4.899875e+002,-6.785678e+001,5.388956e+002,3.998345e+002,-7.499615e+000,6.078246e+002,6.018135e+002,-7.457945e+000,6.051964e+002,3.996726e+002,1.824585e+002,6.126632e+002,6.028105e+002,1.831147e+002,6.099660e+002
5.950000e+000,4.898315e+002,-6.847873e+001,5.378441e+002,3.992758e+002,-9.004650e+000,6.070438e+002,6.012678e+002,-8.977060e+000,6.057518e+002,3.991124e+002,1.808656e+002,6.145786e+002,6.022638e+002,1.815084e+002,6.132340e+002
6.000000e+000,4.895149e+002,-6.900035e+001,5.369521e+002,3.985493e+002,-1.020254e+001,6.062259e+002,6.005454e+002,-1.023076e+001,6.063472e+002,3.983843e+002,1.795683e+002,6.159476e+002,6.015403e+002,1.801554e+002,6.160316e+002
6.050000e+000,4.891664e+002,-6.933829e+001,5.363651e+002,3.978052e+002,-1.086623e+001,6.054214e+002,5.997955e+002,-1.097533e+001,6.069548e+002,3.976387e+002,1.788360e+002,6.163999e+002,6.007893e+002,1.793421e+002,6.179082e+002
6.100000e+000,4.888369e+002,-6.942521e+001,5.361190e+002,3.971073e+002,-1.082589e+001,6.045912e+002,5.990830e+002,-1.101051e+001,6.074580e+002,3.969393e+002,1.788767e+002,6.155651e+002,6.000757e+002,1.793067e+002,6.184143e+002
6.150000e+000,4.885329e+002,-6.921821e+001,5.361545e+002,3.964940e+002,-1.000760e+001,6.036641e+002,5.984495e+002,-1.022858e+001,6.077115e+002,3.963247e+002,1.797722e+002,6.132092e+002,5.994412e+002,1.801654e+002,6.172412e+002
6.200000e+000,4.882761e+002,-6.870667e+001,5.363547e+002,3.959988e+002,-8.456615e+000,6.025498e+002,5.979328e+002,-8.650986e+000,6.075576e+002,3.958285e+002,1.814431e+002,6.093021e+002,5.989237e+002,1.818624e+002,6.142910e+002
6.250000e+000,4.880826e+002,-6.792119e+001,5.365162e+002,3.956486e+002,-6.340171e+000,6.011425e+002,5.975645e+002,-6.442377e+000,6.068336e+002,3.954775e+002,1.836575e+002,6.040363e+002,5.985548e+002,1.841684e+002,6.097000e+002
6.300000e+000,4.879544e+002,-6.694162e+001,5.363614e+002,3.954618e+002,-3.928519e+000,5.993376e+002,5.973672e+002,-3.894984e+000,6.053933e+002,3.952903e+002,1.860850e+002,5.978112e+002,5.983571e+002,1.867309e+002,6.038273e+002
6.350000e+000,4.879002e+002,-6.589689e+001,5.355930e+002,3.954478e+002,-1.555660e+000,5.970512e+002,5.973524e+002,-1.382619e+000,6.031317e+002,3.952764e+002,1.883731e+002,5.911748e+002,5.983423e+002,1.891575e+002,5.972019e+002
6.400000e+000,4.879249e+002,-6.494866e+001,5.339272e+002,3.956063e+002,4.343244e-001,5.942287e+002,5.975199e+002,7.077651e-001,5.999966e+002,3.954351e+002,1.902161e+002,5.847233e+002,5.985100e+002,1.910996e+002,5.904243e+002
6.450000e+000,4.880226e+002,-6.425847e+001,5.311276e+002,3.959267e+002,1.745383e+000,5.908382e+002,5.978572e+002,2.050884e+000,5.959805e+002,3.957563e+002,1.913944e+002,5.789751e+002,5.988479e+002,1.923089e+002,5.840394e+002
6.500000e+000,4.881864e+002,-6.394771e+001,5.270422e+002,3.963895e+002,2.180767e+000,5.868494e+002,5.983409e+002,2.445763e+000,5.910964e+002,3.962200e+002,1.917823e+002,5.742510e+002,5.993324e+002,1.926557e+002,5.784124e+002
6.550000e+000,4.884071e+002,-6.406540e+001,5.216121e+002,3.969664e+002,1.678126e+000,5.822152e+002,5.989381e+002,1.851971e+000,5.853538e+002,3.967981e+002,1.913421e+002,5.705931e+002,5.999306e+002,1.921243e+002,5.736429e+002
6.600000e+000,4.886689e+002,-6.457649e+001,5.148672e+002,3.976221e+002,3.223553e-001,5.768651e+002,5.996095e+002,3.930130e-001,5.787506e+002,3.974552e+002,1.901231e+002,5.677464e+002,6.006030e+002,1.908029e+002,5.695439e+002
6.650000e+000,4.889545e+002,-6.537472e+001,5.069218e+002,3.983165e+002,-1.667087e+000,5.707194e+002,6.003119e+002,-1.672175e+000,5.712838e+002,3.981511e+002,1.882726e+002,5.652076e+002,6.013065e+002,1.888780e+002,5.656881e+002
6.700000e+000,4.892468e+002,-6.631360e+001,4.979582e+002,3.990071e+002,-3.974310e+000,5.637124e+002,6.010019e+002,-4.002725e+000,5.629694e+002,3.988431e+002,1.860403e+002,5.623293e+002,6.019975e+002,1.866240e+002,5.615081e+002
6.750000e+000,4.895273e+002,-6.724245e+001,4.881951e+002,3.996518e+002,-6.244978e+000,5.558132e+002,6.016385e+002,-6.242298e+000,5.538567e+002,3.994892e+002,1.837564e+002,5.584489e+002,6.026350e+002,1.843728e+002,5.564202e+002
6.800000e+000,4.897788e+002,-6.803537e+001,4.778506e+002,4.002121e+002,-8.152107e+000,5.470295e+002,6.021859e+002,-8.083266e+000,5.440251e+002,4.000506e+002,1.817735e+002,5.530081e+002,6.031831e+002,1.824574e+002,5.499363e+002
6.850000e+000,4.899874e+002,-6.860676e+001,4.671041e+002,4.006557e+002,-9.454158e+000,5.373956e+002,6.026155e+002,-9.314685e+000,5.335661e+002,4.004952e+002,1.803868e+002,5.456357e+002,6.036133e+002,1.811423e+002,5.417414e+002
6.900000e+000,4.901420e+002,-6.891484e+001,4.560664e+002,4.009593e+002,-1.003212e+001,5.269523e+002,6.029076e+002,-9.845950e+000,5.225602e+002,4.007994e+002,1.797632e+002,5.361834e+002,6.039058e+002,1.805659e+002,5.317265e+002
6.950000e+000,4.902354e+002,-6.895844e+001,4.447690e+002,4.011095e+002,-9.898834e+000,5.157327e+002,6.030516e+002,-9.705471e+000,5.110621e+002,4.009500e+002,1.799082e+002,5.247199e+002,6.040500e+002,1.807180e+002,5.199820e+002
7.000000e+000,4.902650e+002,-6.877119e+001,4.331739e+002,4.011044e+002,-9.181067e+000,5.037616e+002,6.030467e+002,-9.018922e+000,4.990993e+002,4.009449e+002,1.806812e+002,5.114952e+002,6.040451e+002,1.814593e+002,5.067616e+002
7.050000e+000,4.902325e+002,-6.841372e+001,4.211969e+002,4.009527e+002,-8.080778e+000,4.910644e+002,6.029013e+002,-7.973916e+000,4.866818e+002,4.007929e+002,1.818498e+002,4.968835e+002,6.038995e+002,1.825719e+002,4.924251e+002
7.100000e+000,4.901435e+002,-6.796262e+001,4.087410e+002,4.006730e+002,-6.825801e+000,4.776801e+002,6.026322e+002,-6.778675e+000,4.738163e+002,4.005125e+002,1.831591e+002,4.813135e+002,6.036300e+002,1.838205e+002,4.773697e+002
7.150000e+000,4.900071e+002,-6.749597e+001,3.957289e+002,4.002914e+002,-5.622018e+000,4.636683e+002,6.022630e+002,-5.622541e+000,4.605149e+002,4.001302e+002,1.843915e+002,4.651975e+002,6.032603e+002,1.850043e+002,4.619615e+002
7.200000e+000,4.898350e+002,-6.707848e+001,3.821249e+002,3.998397e+002,-4.617950e+000,4.491079e+002,6.018226e+002,-4.645700e+000,4.467994e+002,3.996774e+002,1.854016e+002,4.488718e+002,6.028194e+002,1.859864e+002,4.464798e+002
7.250000e+000,4.896405e+002,-6.675079e+001,3.679434e+002,3.993518e+002,-3.888474e+000,4.340919e+002,6.013431e+002,-3.923465e+000,4.326995e+002,3.991885e+002,1.861251e+002,4.325622e+002,6.023392e+002,1.867021e+002,4.310875e+002
7.300000e+000,4.894374e+002,-6.652619e+001,3.532452e+002,3.988616e+002,-3.438486e+000,4.187188e+002,6.008573e+002,-3.466927e+000,4.182506e+002,3.986974e+002,1.865668e+002,4.163814e+002,6.018526e+002,1.871501e+002,4.158335e+002
7.350000e+000,4.892394e+002,-6.639521e+001,3.381250e+002,3.984005e+002,-3.221955e+000,4.030879e+002,6.003963e+002,-3.237775e+000,4.034927e+002,3.982353e+002,1.867780e+002,4.003530e+002,6.013910e+002,1.873738e+002,4.006819e+002
7.400000e+000,4.890584e+002,-6.633512e+001,3.226956e+002,3.979949e+002,-3.168585e+000,3.872952e+002,5.999877e+002,-3.171739e+000,3.884710e+002,3.978288e+002,1.868298e+002,3.844533e+002,6.009818e+002,1.874383e+002,3.855572e+002
7.450000e+000,4.889041e+002,-6.632062e+001,3.070707e+002,3.976651e+002,-3.209793e+000,3.714319e+002,5.996532e+002,-3.203413e+000,3.732366e+002,3.974983e+002,1.867896e+002,3.686543e+002,6.006468e+002,1.874077e+002,3.703909e+002
7.500000e+000,4.887837e+002,-6.633219e+001,2.913529e+002,3.974243e+002,-3.297400e+000,3.555824e+002,5.994078e+002,-3.285548e+000,3.578475e+002,3.972570e+002,1.867041e+002,3.529554e+002,6.004010e+002,1.873278e+002,3.551555e+002
7.550000e+000,4.887014e+002,-6.636047e+001,2.756265e+002,3.972783e+002,-3.411519e+000,3.398233e+002,5.992585e+002,-3.398176e+000,3.423680e+002,3.971107e+002,1.865927e+002,3.373979e+002,6.002514e+002,1.872179e+002,3.398799e+002
7.600000e+000,4.886580e+002,-6.640614e+001,2.599588e+002,3.972260e+002,-3.557497e+000,3.242233e+002,5.992048e+002,-3.546401e+000,3.268684e+002,3.970582e+002,1.864499e+002,3.220597e+002,6.001977e+002,1.870730e+002,3.246435e+002
7.650000e+000,4.886518e+002,-6.647611e+001,2.444063e+002,3.972596e+002,-3.754699e+000,3.088434e+002,5.992393e+002,-3.749250e+000,3.114240e+002,3.970919e+002,1.862564e+002,3.070360e+002,6.002322e+002,1.868739e+002,3.095562e+002
7.700000e+000,4.886785e+002,-6.657769e+001,2.290238e+002,3.973664e+002,-4.021693e+000,2.937378e+002,5.993486e+002,-4.024469e+000,2.961137e+002,3.971990e+002,1.859934e+002,2.924135e+002,6.003417e+002,1.866029e+002,2.947293e+002
7.750000e+000,4.887321e+002,-6.671294e+001,2.138729e+002,3.975298e+002,-4.362889e+000,2.789559e+002,5.995154e+002,-4.374900e+000,2.810191e+002,3.973627e+002,1.856555e+002,2.782478e+002,6.005088e+002,1.862559e+002,2.802511e+002
7.800000e+000,4.888052e+002,-6.687520e+001,1.990263e+002,3.977310e+002,-4.760773e+000,2.645437e+002,5.997201e+002,-4.780995e+000,2.662226e+002,3.975643e+002,1.852589e+002,2.645521e+002,6.007138e+002,1.858513e+002,2.661711e+002
7.850000e+000,4.888898e+002,-6.704898e+001,1.845688e+002,3.979505e+002,-5.176005e+000,2.505461e+002,5.999427e+002,-5.201639e+000,2.518062e+002,3.977843e+002,1.848422e+002,2.512993e+002,6.009368e+002,1.854294e+002,2.524997e+002
7.900000e+000,4.889783e+002,-6.721302e+001,1.705920e+002,3.981701e+002,-5.555141e+000,2.370073e+002,6.001645e+002,-5.582612e+000,2.378494e+002,3.980044e+002,1.844592e+002,2.384381e+002,6.011589e+002,1.850448e+002,2.392202e+002
7.950000e+000,4.890636e+002,-6.734519e+001,1.571860e+002,3.983738e+002,-5.843489e+000,2.239720e+002,6.003695e+002,-5.869731e+000,2.244270e+002,3.982085e+002,1.841662e+002,2.259159e+002,6.013641e+002,1.847533e+002,2.263103e+002
8.000000e+000,4.891402e+002,-6.742773e+001,1.444297e+002,3.985493e+002,-5.999090e+000,2.114842e+002,6.005454e+002,-6.022499e+000,2.116066e+002,3.983843e+002,1.840076e+002,2.137032e+002,6.015403e+002,1.845976e+002,2.137639e+002
8.050000e+000,4.892039e+002,-6.745132e+001,1.323838e+002,3.986881e+002,-6.003622e+000,1.995865e+002,6.006842e+002,-6.024269e+000,1.994459e+002,3.985234e+002,1.840030e+002,2.018112e+002,6.016793e+002,1.845958e+002,2.016076e+002
8.100000e+000,4.892522e+002,-6.741712e+001,1.210865e+002,3.987863e+002,-5.867085e+000,1.883185e+002,6.007822e+002,-5.886197e+000,1.879922e+002,3.986219e+002,1.841423e+002,1.902987e+002,6.017775e+002,1.847365e+002,1.899075e+002
8.150000e+000,4.892846e+002,-6.733638e+001,1.105547e+002,3.988440e+002,-5.625085e+000,1.777170e+002,6.008397e+002,-5.644177e+000,1.772816e+002,3.986797e+002,1.843883e+002,1.792660e+002,6.018351e+002,1.849824e+002,1.787636e+002
8.200000e+000,4.893017e+002,-6.722771e+001,1.007893e+002,3.988650e+002,-5.329765e+000,1.678155e+002,6.008606e+002,-5.349894e+000,1.673405e+002,3.987008e+002,1.846872e+002,1.688393e+002,6.018560e+002,1.852801e+002,1.682954e+002
8.250000e+000,4.893057e+002,-6.711283e+001,9.178241e+001,3.988555e+002,-5.037185e+000,1.586442e+002,6.008512e+002,-5.058640e+000,1.581872e+002,3.986913e+002,1.849818e+002,1.591479e+002,6.018465e+002,1.855732e+002,1.586204e+002
8.300000e+000,4.892992e+002,-6.701157e+001,8.352505e+001,3.988235e+002,-4.794788e+000,1.502293e+002,6.008193e+002,-4.817231e+000,1.498328e+002,3.986592e+002,1.852249e+002,1.503019e+002,6.018146e+002,1.858151e+002,1.498339e+002
8.350000e+000,4.892856e+002,-6.693784e+001,7.601253e+001,3.987775e+002,-4.632259e+000,1.425915e+002,6.007734e+002,-4.655103e+000,1.422820e+002,3.986131e+002,1.853873e+002,1.423748e+002,6.017687e+002,1.859770e+002,1.419934e+002
8.400000e+000,4.892680e+002,-6.689739e+001,6.924623e+001,3.987256e+002,-4.557830e+000,1.357448e+002,6.007216e+002,-4.580593e+000,1.355337e+002,3.985610e+002,1.854615e+002,1.353955e+002,6.017168e+002,1.860513e+002,1.351125e+002
8.450000e+000,4.892494e+002,-6.688798e+001,6.323195e+001,3.986745e+002,-4.560330e+000,1.296950e+002,6.006707e+002,-4.582798e+000,1.295804e+002,3.985099e+002,1.854590e+002,1.293498e+002,6.016658e+002,1.860491e+002,1.291639e+002
8.500000e+000,4.892319e+002,-6.690157e+001,5.797549e+001,3.986296e+002,-4.615638e+000,1.244381e+002,6.006257e+002,-4.637836e+000,1.244087e+002,3.984648e+002,1.854039e+002,1.241911e+002,6.016208e+002,1.859942e+002,1.240912e+002
8.550000e+000,4.892173e+002,-6.692754e+001,5.347688e+001,3.985937e+002,-4.695167e+000,1.199596e+002,6.005899e+002,-4.717225e+000,1.199980e+002,3.984289e+002,1.853245e+002,1.198541e+002,6.015849e+002,1.859150e+002,1.198228e+002
8.600000e+000,4.892062e+002,-6.695585e+001,4.972488e+001,3.985683e+002,-4.773742e+000,1.162339e+002,6.005644e+002,-4.795779e+000,1.163205e+002,3.984034e+002,1.852459e+002,1.162682e+002,6.015593e+002,1.858366e+002,1.162860e+002
8.650000e+000,4.891987e+002,-6.697940e+001,4.669303e+001,3.985526e+002,-4.834840e+000,1.132235e+002,6.005487e+002,-4.856914e+000,1.133398e+002,3.983877e+002,1.851848e+002,1.133667e+002,6.015436e+002,1.857754e+002,1.134147e+002
8.700000e+000,4.891944e+002,-6.699486e+001,4.433797e+001,3.985450e+002,-4.872246e+000,1.108794e+002,6.005411e+002,-4.894360e+000,1.110100e+002,3.983800e+002,1.851473e+002,1.110892e+002,6.015360e+002,1.857379e+002,1.111519e+002
8.750000e+000,4.891924e+002,-6.700240e+001,4.260000e+001,3.985430e+002,-4.888375e+000,1.091407e+002,6.005391e+002,-4.910509e+000,1.092750e+002,3.983781e+002,1.851312e+002,1.093793e+002,6.015341e+002,1.857218e+002,1.094457e+002
8.800000e+000,4.891920e+002,-6.700435e+001,4.140494e+001,3.985442e+002,-4.890533e+000,1.079351e+002,6.005403e+002,-4.912670e+000,1.080672e+002,3.983793e+002,1.851290e+002,1.081776e+002,6.015353e+002,1.857196e+002,1.082417e+002
8.850000e+000,4.891921e+002,-6.700365e+001,4.066641e+001,3.985464e+002,-4.886772e+000,1.071792e+002,6.005426e+002,-4.908904e+000,1.073071e+002,3.983815e+002,1.851328e+002,1.074149e+002,6.015375e+002,1.857234e+002,1.074749e+002
8.900000e+000,4.891923e+002,-6.700256e+001,4.028745e+001,3.985483e+002,-4.882831e+000,1.067780e+002,6.005444e+002,-4.904958e+000,1.069025e+002,3.983833e+002,1.851367e+002,1.070068e+002,6.015393e+002,1.857273e+002,1.070632e+002
8.950000e+000,4.891924e+002,-6.700189e+001,4.016101e+001,3.985492e+002,-4.880756e+000,1.066256e+002,6.005454e+002,-4.902880e+000,1.067485e+002,3.983843e+002,1.851388e+002,1.068511e+002,6.015403e+002,1.857294e+002,1.069059e+002
9.000000e+000,4.891920e+002,-6.700223e+001,4.016847e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
9.050000e+000,4.891918e+002,-6.700243e+001,4.019940e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
9.100000e+000,4.891916e+002,-6.700258e+001,4.022080e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
9.150000e+000,4.891914e+002,-6.700273e+001,4.024335e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
9.200000e+000,4.891912e+002,-6.700285e+001,4.026111e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
9.250000e+000,4.891911e+002,-6.700292e+001,4.027172e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
9.300000e+000,4.891910e+002,-6.700300e+001,4.028313e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
9.350000e+000,4.891909e+002,-6.700307e+001,4.029341e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
9.400000e+000,4.891909e+002,-6.700311e+001,4.029967e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
9.450000e+000,4.891908e+002,-6.700315e+001,4.030555e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
9.500000e+000,4.891908e+002,-6.700319e+001,4.031115e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
9.550000e+000,4.891907e+002,-6.700321e+001,4.031474e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
9.600000e+000,4.891907e+002,-6.700323e+001,4.031781e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
9.650000e+000,4.891907e+002,-6.700325e+001,4.032086e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
9.700000e+000,4.891907e+002,-6.700327e+001,4.032293e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
9.750000e+000,4.891907e+002,-6.700328e+001,4.032454e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
9.800000e+000,4.891906e+002,-6.700329e+001,4.032617e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
9.850000e+000,4.891906e+002,-6.700330e+001,4.032736e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
9.900000e+000,4.891906e+002,-6.700330e+001,4.032823e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
9.950000e+000,4.891906e+002,-6.700331e+001,4.032909e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
1.000000e+001,4.891906e+002,-6.700331e+001,4.032976e+001,3.985493e+002,-4.880705e+000,1.066031e+002,6.005454e+002,-4.902830e+000,1.067256e+002,3.983843e+002,1.851388e+002,1.068280e+002,6.015403e+002,1.857294e+002,1.068825e+002
